Sampling Date,State,City/Town/Village/Area,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
23/07/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",11,18,74,NA
27/07/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",10,17,72,NA
30/07/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",10,18,70,NA
8/3/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",10,16,58,NA
8/6/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,19,65,NA
8/10/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,19,62,NA
13/08/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",10,16,56,NA
17/08/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",11,18,63,NA
20/08/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",10,17,60,NA
24/08/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",11,18,62,NA
27/08/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",10,18,59,NA
31/08/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",10,16,56,NA
9/3/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",11,18,62,NA
9/7/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,19,72,NA
9/10/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",10,18,60,NA
14/09/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",11,19,68,NA
17/09/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,21,73,NA
21/09/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",13,21,78,NA
24/09/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",13,20,75,NA
28/09/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",13,22,82,NA
10/1/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",13,21,79,NA
10/5/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,21,80,NA
10/8/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,19,78,NA
10/12/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",13,21,76,NA
15/10/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",13,22,79,NA
19/10/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",14,22,86,NA
22/10/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",14,24,82,NA
26/10/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",15,25,94,NA
29/10/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",13,21,85,NA
11/2/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",13,21,81,NA
11/5/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",13,20,76,NA
11/9/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",13,26,75,NA
11/12/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",11,25,76,NA
16/11/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",13,24,74,NA
19/11/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,25,71,NA
23/11/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,24,80,NA
26/11/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,26,82,NA
30/11/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",13,26,78,NA
12/3/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",12,25,76,NA
12/7/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",14,23,88,NA
12/10/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",15,24,85,NA
14/12/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",14,23,82,NA
17/12/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",13,22,86,NA
21/12/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",13,23,84,NA
24/12/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",14,23,80,NA
28/12/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",14,24,79,NA
31/12/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",13,24,82,NA
1/3/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,21,28,105,NA
1/6/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,21,29,112,NA
1/10/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,21,28,102,NA
13/01/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,20,26,108,NA
17/01/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,21,28,106,NA
20/01/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,21,28,104,NA
24/01/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,20,27,96,NA
27/01/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,21,29,98,NA
31/01/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,22,28,101,NA
2/3/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,21,27,103,NA
2/3/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,22,30,112,NA
2/7/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,22,30,119,NA
2/10/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,24,32,108,NA
14/02/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,21,29,95,NA
17/02/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,21,28,115,NA
21/02/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,23,31,110,NA
24/02/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,19,26,113,NA
28/02/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,19,28,105,NA
3/7/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,25,33,124,NA
3/10/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,26,35,119,NA
14/03/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,21,29,107,NA
17/03/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,24,32,121,NA
21/03/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,22,29,123,NA
24/03/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,23,32,119,NA
28/03/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,22,30,109,NA
31/03/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,24,33,117,NA
4/4/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,25,34,128,NA
4/7/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,26,36,126,NA
4/11/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,23,32,117,NA
14/04/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,22,32,120,NA
18/04/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,24,33,126,NA
21/04/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,25,33,121,NA
25/04/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,23,32,118,NA
28/04/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,25,34,116,NA
5/2/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,26,36,122,NA
5/5/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,28,38,127,NA
5/9/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,26,34,124,NA
5/12/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,24,33,122,NA
16/05/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,23,31,129,NA
19/05/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,26,34,133,NA
23/05/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,25,33,130,NA
26/05/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,26,35,128,NA
30/05/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,25,34,125,NA
6/2/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,24,33,127,NA
6/6/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,23,31,112,NA
6/9/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,25,34,108,NA
13/06/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,25,34,106,NA
16/06/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,24,33,113,NA
20/06/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,24,33,118,NA
23/06/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,21,29,121,NA
27/06/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,22,31,116,NA
30/06/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,22,31,112,NA
7/4/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,18,27,92,NA
7/7/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,17,25,87,NA
7/11/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,18,27,95,NA
14/07/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,20,29,101,NA
19/07/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,18,26,88,NA
21/07/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,19,28,95,NA
25/07/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,19,28,91,NA
28/07/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,17,26,83,NA
8/1/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,15,25,73,NA
8/4/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,14,23,66,NA
8/8/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,15,25,71,NA
8/11/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,14,23,63,NA
15/08/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,12,21,56,NA
18/08/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,12,21,59,NA
22/08/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,13,23,67,NA
25/08/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,13,22,62,NA
29/08/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,12,21,60,NA
9/1/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,13,22,64,NA
9/5/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,15,24,88,NA
9/8/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,18,27,102,NA
9/12/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,14,23,90,NA
15/09/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,17,26,93,NA
19/09/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,19,26,92,NA
22/09/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,19,29,94,NA
26/09/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,20,29,101,NA
29/09/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,19,27,96,NA
10/3/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,17,26,96,NA
10/6/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,17,26,104,NA
10/10/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,19,28,106,NA
13/10/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,21,29,101,NA
17/10/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,19,28,108,NA
20/10/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,21,30,105,NA
24/10/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,21,30,99,NA
27/10/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,22,32,103,NA
31/10/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,20,29,101,NA
11/3/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,21,29,99,NA
11/7/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,18,27,98,NA
11/10/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,18,26,102,NA
14/11/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,19,28,95,NA
17/11/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,18,27,92,NA
21/11/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,18,27,97,NA
24/11/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,18,25,101,NA
28/11/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,19,28,98,NA
12/1/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,20,29,106,NA
12/5/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,20,30,103,NA
12/8/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,19,27,98,NA
12/12/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,21,30,101,NA
15/12/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,21,31,105,NA
19/12/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,20,28,101,NA
22/12/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,21,30,105,NA
26/12/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,19,29,103,NA
29/12/2011,Gujarat,Surat,Gujarat State Pollution Control Board,Industrial Area,20,29,108,NA
1/4/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",18,27,102,NA
1/7/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",17,26,98,NA
1/11/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",17,26,106,NA
14/01/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",17,27,101,NA
18/01/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",17,26,94,NA
21/01/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",16,25,96,NA
25/01/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",17,27,91,NA
28/01/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",17,27,88,NA
2/1/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",18,27,95,NA
2/4/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",18,28,93,NA
2/8/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",19,29,105,NA
2/11/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",18,27,112,NA
15/02/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",17,27,103,NA
18/02/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",18,27,98,NA
22/02/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",19,28,106,NA
25/02/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",19,28,110,NA
3/1/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",20,29,95,NA
3/4/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",18,28,90,NA
3/8/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",21,32,116,NA
3/11/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",22,34,114,NA
15/03/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",21,31,110,NA
18/03/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",20,30,103,NA
22/03/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",20,31,108,NA
25/03/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",19,29,113,NA
29/03/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",19,28,102,NA
4/1/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",19,29,106,NA
4/5/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",20,65,105,NA
4/8/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",22,32,112,NA
4/12/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",21,30,102,NA
15/04/2011,Gujarat,Surat,Gujarat State Pollution Control Board,"Residential, Rural and other Areas",20,30,107,NA
